,link_id,link_dir,link_name,from_node_id,to_node_id,link_type,link_length,number_of_lanes,link_speed_limit,link_geometry,right_turn_lanes,left_turn_lanes,straight_turn_lanes,u_turn_lanes
176,3012_1,single,益田路,3012_1_3036,9748,driving,8.76691007305075,5,Not Defined,"LINESTRING(114.05129372756188 22.54006796583165 1.4139079579047464,114.05129447643104 22.540147149174594 1.4356311265234183,114.05112656330418 22.54028186616604 1.4732428834799627)",0.8333333333333333,0.0,4.166666666666667,0.0
177,3096_-1,single,深南大道,9734,3096_-1_4844,driving,57.01429650336567,2,Not Defined,"LINESTRING(114.05110269235571 22.544370960567125 2.606799497592007,114.05095628697403 22.54432272206122 2.5928300462591287,114.05095583372952 22.54423243621675 2.5674669541539252,114.05095556427095 22.54414212836909 2.5421179826199753,114.05095621737973 22.54405179377193 2.516781591912749,114.0509571684842 22.543961442420784 2.4914567426356253,114.05095864263184 22.54380769288749 2.44839074944446)",0,0,2,0
178,3107_-1,single,深南大道,4853_-1_3107,9751,driving,99.77183304542234,1,Not Defined,"LINESTRING(114.05066836052093 22.543288923575865 2.3026678341027904,114.05057479851803 22.543283975719234 2.301083640994612,114.05047765632854 22.54328016841878 2.299823360617208,114.05038131268223 22.543278614306903 2.299207237898041,114.05028395869682 22.543277919401365 2.2988436148898836,114.05018647908432 22.54327633206403 2.2982459409403853,114.05008928210611 22.543274621798968 2.2976300912509515,114.04999208466796 22.54327291362205 2.297031085144851,114.04989488678972 22.54327120655855 2.2964492153702762,114.04970270755007 22.54326783085486 2.295350342795993,114.04963353474376 22.543229252457337 2.2845500297195223)",0.5,0.0,0.5,0.0
179,3115_-1,single,深南大道辅路,9729,3115_-1_752,driving,64.62549985715009,2,Not Defined,"LINESTRING(114.04987012355554 22.543022002104724 2.226930853852537,114.04975375304633 22.54303920353229 2.2316340607698586,114.04965639530411 22.543038213786993 2.231301127057522,114.04955908996877 22.54303691116715 2.2308967775121245,114.04946183390604 22.54303555072673 2.230492047951683,114.04936462171817 22.543034505927317 2.230190961166663,114.04926746896452 22.54303339168147 2.229886207280742,114.04912549648726 22.54303140832138 2.229370115088237)",0,0,2,0
180,3122_-1,single,深南大道辅路,9729,9751,driving,13.68418600809167,1,Not Defined,"LINESTRING(114.04987012355554 22.543022002104724 2.226930853852537,114.04978438228436 22.543113810490578 2.2526588853533247,114.04967363964666 22.543182437631053 2.271512048611351,114.04963353474376 22.543229252457337 2.2845500297195223)",0.0,1.0,0.0,0.0
181,3128_-1,single,深南大道辅路,9728,9729,driving,52.104478128195154,1,Not Defined,"LINESTRING(114.05041116674649 22.542664698984527 2.1282270757679704,114.05033301536196 22.54278201028999 2.160707063430949,114.0502509659373 22.54283058262728 2.1741019532250743,114.05016899186235 22.542879052127393 2.1874898115318357,114.05008729542023 22.542927708137753 2.2009477965507145,114.05000605939557 22.542976845803892 2.2145546575993897,114.04990808517455 22.54303707669133 2.23124885590108,114.04987012355554 22.543022002104724 2.226930853852537)",0.0,0.5,0.5,0.0
182,3134_-1,single,深南大道,9728,3134_-1_7542,driving,115.19457640647353,4,Not Defined,"LINESTRING(114.05041116674649 22.542664698984527 2.1282270757679704,114.0503130778733 22.542648176987075 2.123471532715592,114.05021588781396 22.542646316179052 2.122807173419634,114.05011869734771 22.542644436240472 2.122153181351965,114.05002150638835 22.5426425412154 2.1215106824678314,114.04992431485195 22.542640635147926 2.120880803426199,114.04982712265648 22.54263872208214 2.1202646645525376,114.04972992972091 22.54263680606213 2.119663392505809,114.04963273596478 22.542634891131968 2.1190781090189237,114.0495355413075 22.542632981335696 2.1185099407508416,114.04943834566775 22.542631080717328 2.1179600080270258,114.04934114896285 22.542629193320817 2.117429436802713,114.0491934604573 22.542626359890477 2.11666283931177)",0,0,4,0
183,3143_-1,single,深南大道,9727,9728,driving,46.9190369567492,5,Not Defined,"LINESTRING(114.05095958288032 22.542706094171525 2.140946347378465,114.05090015250231 22.54267638558652 2.1325335101818443,114.05080282164595 22.542674644990388 2.131807404933666,114.05070554223911 22.542672783634693 2.1310635891081975,114.0506083134427 22.542670839025007 2.130312456679972,114.05044386694532 22.542670136675603 2.129796579267746,114.05041116674649 22.542664698984527 2.1282270757679704)",1.0,0.0,4.0,0.0
184,3153_1,single,益田路,3153_1_3163,9734,driving,63.61605513948164,3,Not Defined,"LINESTRING(114.0513233029777 22.543751896810615 2.4346247186577132,114.05130155617127 22.544326058242607 2.594786623094358,114.05110269235571 22.544370960567125 2.606799497592007)",1.0,0.0,2.0,0.0
185,3163_1,single,益田路,9750,3153_1_3163,driving,81.86198756448248,4,Not Defined,"LINESTRING(114.05138713276763 22.54294021836807 2.2073709146203866,114.05135810992178 22.543013203101243 2.2263415071070964,114.05133878268481 22.543752225566003 2.434767634055618)",0.0,0.0,4.0,0.0
186,3174_-1,single,深南大道,9742,9727,driving,26.32762155666054,5,Not Defined,"LINESTRING(114.05139364126241 22.54266386186853 2.130524116585621,114.05129148279893 22.54268486552334 2.136023451788751,114.05119466172398 22.542682505323558 2.1350634575018432,114.05103626070871 22.542679122928867 2.1336595673673,114.05095958288032 22.542706094171525 2.140946347378465)",0.0,0.0,5.0,0.0
187,3184_-1,single,深南大道,9754,9742,driving,15.753138802601867,5,Not Defined,"LINESTRING(114.05170281054431 22.542726501963713 2.1490620534373863,114.05157164846364 22.542691933931284 2.1389557366641245,114.05141834967809 22.54268792295573 2.13729514704932,114.05139364126241 22.54266386186853 2.130524116585621)",1.4285714285714284,0.0,3.5714285714285716,0.0
188,3194_-1,single,益田路,4412_-1_3194,3194_-1_3606,driving,23.36708061610318,4,Not Defined,"LINESTRING(114.05102925503583 22.544806148917996 2.729025195403448,114.05103032666183 22.544716207374858 2.7034978658853293,114.051030456593 22.544596347520578 2.6694817461845917)",0,0,4,0
189,3194_1,single,益田路,3194_1_3606,4412_1_3194,driving,23.36708061610318,5,Not Defined,"LINESTRING(114.05121244862977 22.54459524865028 2.669707041954487,114.05121139774894 22.54471694040327 2.7042363440944825,114.05120960614808 22.544807642243033 2.7299756805192446)",0.0,0.0,5.0,0.0
190,3219_1,single,益田路辅路,3219_1_3235,3258_1_3219,driving,44.36022905255882,4,Not Defined,"LINESTRING(114.05139684410817 22.541010112589078 1.6719914246696364,114.05138293295148 22.541410548787265 1.7839031900184732)",0.0,0.0,4.0,0.0
191,3235_1,single,益田路辅路,9748,3219_1_3235,driving,65.44649177194754,5,Not Defined,"LINESTRING(114.05112656330418 22.54028186616604 1.4732428834799627,114.0514004725215 22.540419091893448 1.5116315944525962,114.05138713856729 22.54100997451824 1.671920623223461)",0.0,0.0,5.0,0.0
192,3248_1,single,益田路辅路,3248_1_3258,3280_1_3248,driving,45.393083234720606,3,Not Defined,"LINESTRING(114.0513751483468 22.54173579023019 1.8750074396094292,114.05138319274738 22.54214586685046 1.9882389048580182)",0.0,0.0,3.0,0.0
193,3258_1,single,益田路辅路,3258_1_3219,3248_1_3258,driving,36.0246384905061,5,Not Defined,"LINESTRING(114.05138293295148 22.541410548787265 1.7839031900184732,114.05138284615212 22.541410547552076 1.7839025524465215,114.05139158833006 22.541736024104463 1.875127459368684)",0.0,0.0,5.0,0.0
194,3267_-1,single,深南大道辅路,9253_-1_3267,9731,driving,26.554128452444612,1,Not Defined,"LINESTRING(114.05069415722596 22.541806190917924 1.8908557806880475,114.05078952618966 22.54180189871501 1.8899192442434332,114.05092284526175 22.54175506960158 1.8773736596851538,114.05097881808646 22.541758180372526 1.8783790031261551)",1.0,0.0,0.0,0.0
195,3273_-1,single,益田路辅路,9730,9731,driving,39.09810219267755,2,Not Defined,"LINESTRING(114.05099613666867 22.542181850875274 1.9955890825467624,114.05099308330402 22.54213399679593 1.9835460290190223,114.05099423536508 22.542043540495403 1.9583397566728187,114.0509957105439 22.541953159092724 1.9330913676789587,114.05099874599912 22.541780748184582 1.885052172885054,114.05097881808646 22.541758180372526 1.8783790031261551)",0.0,0.0,2.0,0.0
196,3280_1,single,益田路辅路,3280_1_3248,3280,driving,19.678581873918972,2,Not Defined,"LINESTRING(114.05138319274738 22.54214586685046 1.9882389048580182,114.05137904403321 22.542145807830924 1.9882085828896479,114.0514902788598 22.542325109596742 2.0370868801450452,114.05129372146179 22.542322318718465 2.03564734311136)",0.0,0.0,2.0,0.0
197,3288_-1,single,深南大道,7582_-1_3288,3288_-1_4868,driving,9.549776068879883,4,Not Defined,"LINESTRING(114.05074293342983 22.542405064734456 2.056818685660764,114.05083588365349 22.54240701116099 2.057580492109655)",0,0,4,0
198,3296_-1,single,深南大道,9753,9733,driving,50.98109292080717,5,Not Defined,"LINESTRING(114.05092421247903 22.54241762983702 2.0607502311878423,114.05103998813635 22.54239531514159 2.0548738370692545,114.05113710666426 22.542397006629898 2.0556230700982967,114.05123414617124 22.542398569959534 2.0563521738586314,114.05133110682969 22.54239992187348 2.0570380120818466,114.05142798881484 22.542400979330083 2.0576575090195908,114.05153500313024 22.54240183444469 2.058273108025266,114.05157259998636 22.54244138472801 2.0693824232182334)",0.0,0.0,5.0,0.0
199,3305_-1,single,Road(553),9749,3305,driving,12.44633001846045,2,Not Defined,"LINESTRING(114.05244751304394 22.54225723774618 2.022184211772167,114.0524664731545 22.542087293437355 1.9752186631773423,114.05247005042617 22.5419749445335 1.944154624113864,114.05252053483692 22.54197671158473 1.9449067789547354)",0,0,2,0
200,3317_-1,single,Road(566),3317,9749,driving,32.336454800592925,1,Not Defined,"LINESTRING(114.05256154568232 22.541793847283568 1.8945840679218646,114.05257824083014 22.54179531250206 1.8950779631742265,114.05256773528781 22.54188519664508 1.9198560535727167,114.05256359054566 22.541973476575954 1.944240181782634,114.05256939264166 22.54208457683932 1.975007800469905,114.05244751304394 22.54225723774618 2.022184211772167)",0,0,1,0
201,3323_-1,single,深南大道,2860_-1_3323,3323_-1_4588,driving,20.502811444037643,6,Not Defined,"LINESTRING(114.05330910001098 22.543005930879286 2.235133655883429,114.05330909367767 22.54300595268523 2.235139688892844,114.05321722334098 22.54298325987652 2.2282444646247335,114.05311324924511 22.542958916145988 2.220830210187610)",0,0,6,0
202,3336_-1,single,深南大道,9746,3336_-1_3349,driving,16.233374234156166,5,Not Defined,"LINESTRING(114.05305286517276 22.542938413590367 2.214800361370423,114.05273803571976 22.542885391765346 2.1981889054230965,114.0525847905057 22.54284805323578 2.186956479762660)",0,0,5,0
203,3349_-1,single,深南大道,3336_-1_3349,9754,driving,91.41782160634774,5,Not Defined,"LINESTRING(114.0525847905057 22.54284805323578 2.1869564797626606,114.0525847905057 22.54284805323578 2.1869564797626606,114.05249108143234 22.54282513490397 2.1800845129721482,114.05239773349128 22.54280288037971 2.173414602399065,114.0523045765712 22.542781768939545 2.1670789541922386,114.05221086422824 22.542761576450204 2.1610114705518195,114.05211837998311 22.542743454020435 2.1555405405509256,114.05202567232892 22.54272836703941 2.150927323178188,114.05193224588133 22.542715810253792 2.147029079670109,114.05183892199574 22.542706193616574 2.1439633048603195,114.05173158546633 22.542698982224977 2.141525174128363,114.05170281054431 22.542726501963713 2.1490620534373863)",0.8333333333333333,0.0,4.166666666666667,0.0
204,3362_-1,single,福中一路,9726,3362_-1_18105,driving,59.61108411894017,2,Not Defined,"LINESTRING(114.05102396625465 22.549366420124723 4.035332038922185,114.05139159224954 22.549318092142812 4.022411513219602,114.05148877548278 22.549318716513344 4.022930008267723,114.05158597299172 22.549319270624444 4.023443804549594,114.05168318451446 22.549319789951014 4.023963220049366,114.05178040978906 22.549320309983024 4.024498583307039,114.05197111801779 22.549321468001025 4.02563439150005)",0,0,2,0
205,3362_1,single,福中一路,3362_1_18105,9726,driving,59.61108411894017,2,Not Defined,"LINESTRING(114.05197057395698 22.549389449738154 4.045402296729244,114.05177997847994 22.54938829241801 4.044267166209816,114.05168276810282 22.549387772466144 4.043731885986132,114.05158554270686 22.549387253065056 4.043212394479197,114.05148830255402 22.54938669870956 4.042698373001001,114.05139104790653 22.549386073878047 4.042179497937481,114.05102396625465 22.549366420124723 4.035332038922185)",1.4285714285714286,0.0,0.5714285714285714,0.0
206,3380_-1,single,福中一路,8057_-1_3380,9726,driving,69.88852725028478,3,Not Defined,"LINESTRING(114.04999912849907 22.54930521457244 4.015560969586623,114.05009632936245 22.549306992249118 4.0161901526217365,114.05019353022826 22.549308769867608 4.016835004740607,114.05029073109648 22.54931054742769 4.017495528758138,114.05038793196711 22.549312324929158 4.018171724674342,114.05048513284017 22.54931410237179 4.0188635889706195,114.05067845106862 22.54931763726771 4.020286184854003,114.05102396625465 22.549366420124723 4.035332038922185)",2.0,0.0,1.0,0.0
207,3380_1,single,福中一路,9726,8057_1_3380,driving,69.88852725028478,3,Not Defined,"LINESTRING(114.05102396625465 22.549366420124723 4.035332038922185,114.0506775868271 22.54935841665564 4.0321422636585345,114.05048426854174 22.5493548817587 4.030719665654523,114.05038706764022 22.54935310431556 4.03002779994617,114.05028986674122 22.54935132681359 4.029351604025422,114.05019266584473 22.549349549253 4.028691080707152,114.05009546495077 22.549347771634014 4.0280462257690175,114.04999826405933 22.54934599395683 4.02741704202589)",0.0,0.0,3.0,0.0
208,3440_-1,single,益田路,9734,3440_-1_3456,driving,170.69837641573463,3,Not Defined,"LINESTRING(114.05110269235571 22.544370960567125 2.606799497592007,114.05105443776273 22.544324552747856 2.5936141222097366,114.05105690175338 22.54423311491848 2.849508241595635,114.05105986735148 22.544142270105255 3.683428488397916,114.05106309838018 22.54405199668155 6.660709284773531,114.0510664022875 22.54396229768234 13.412568851690962,114.0510688295228 22.543871781670422 25.56983245174832,114.05107116406707 22.543781042453713 44.763887194248255,114.0510736888771 22.543690128812045 72.6259657844448,114.0510759217676 22.54359899051289 110.78727099107749,114.05107890479559 22.543507622650996 160.87902262254184,114.05108224604831 22.543415976598723 224.5324241534402,114.0510858971182 22.5433240134351 303.37868275480963,114.051089156731 22.543231676814123 399.04899885281725,114.0510916426481 22.543138922047444 513.1745770417582,114.05109424892542 22.54304573604707 647.386634418254,114.05109658119412 22.542952072852245 803.316375177987,114.05109860883195 22.542857896084033 982.5950072493832,114.05110037005802 22.54275653209283 1202.093923486278)",0,0,3,0
209,3440_1,single,益田路,3440_1_3456,9734,driving,170.69837641573463,3,Not Defined,"LINESTRING(114.05122343126827 22.542758277517528 1202.0947788513527,114.05122178223894 22.54286002240628 982.5959689208406,114.05122005373984 22.542954522720663 803.3174278260965,114.05121804066819 22.54304847557459 647.3877687083808,114.05121565905691 22.54314191443198 513.1757824648406,114.05121270089101 22.543234868917935 399.0502585417148,114.05120963484084 22.543327386094212 303.3799933320211,114.05120645636161 22.543419502328895 224.53377877973261,114.05120328238851 22.54351125741918 160.88040816359984,114.05120060058293 22.543602702445526 110.78867905389261,114.05119847234302 22.543693876065127 72.6273842370514,114.05119640192768 22.543784799327167 44.765309859509756,114.05119444285907 22.543875509313292 25.571248246154422,114.05119208836183 22.54396610694177 13.414007895522637,114.05118859730938 22.54405726202718 6.662556270912722,114.05118483524481 22.544147645604195 3.6853050278053114,114.05118257548601 22.544237322997688 2.8510592953879015,114.05118065537438 22.544326241597492 2.5944589033133263,114.05110269235571 22.544370960567125 2.606799497592007)",0.0,0.0,3.0,0.0
210,3456_-1,single,益田路,3440_-1_3456,3456_-1_3470,driving,51.47286167615623,3,Not Defined,"LINESTRING(114.05110037005802 22.54275653209283 1202.0939234862785,114.05110073729874 22.54278355992313 10.164856353632432,114.05110267264249 22.542693429431075 10.139231221638784,114.05110364983486 22.542603306944187 10.113350811501785,114.05110358755334 22.542513199563135 10.08738868891266,114.05110387707423 22.54242311938502 10.061524100716765,114.05110414975378 22.54231979843114 10.03218890116767)",0,0,3,0
211,3456_1,single,益田路,3456_1_3470,3440_1_3456,driving,51.47286167615623,3,Not Defined,"LINESTRING(114.05122796941062 22.542319486663228 10.032475473456836,114.05122742182115 22.542423366539214 10.061964751406384,114.0512267125555 22.542513884920254 10.087949660336784,114.05122603163741 22.542604382112028 10.114017877167997,114.0512250622322 22.542694856208914 10.13999602974278,114.05122379410243 22.542785305286575 10.165711693811293)",0.0,0.0,3.0,0.0
212,3470_-1,single,益田路,3456_-1_3470,9748,driving,210.87379150946887,3,Not Defined,"LINESTRING(114.05110414975378 22.54231979843114 10.032188901167673,114.05110419281235 22.542319979134934 2.03416718307306,114.05110438628087 22.54222938684249 9.794729162123877,114.05110516293034 22.54213892139263 9.365645949078793,114.05110559862852 22.542048413335788 8.295294806979351,114.05110645725885 22.541957874882982 6.114810994385561,114.0511078694176 22.54186745054616 2.3553644972009904,114.05110822952756 22.54177714181584 -3.4519193573303775,114.05110963759212 22.541686926345587 -11.775911009162176,114.0511114142227 22.54159680641704 -23.08548218465396,114.05111330540844 22.541506788490462 -37.84950221897192,114.0511153055563 22.54141688320782 -56.53683856287117,114.05111740910245 22.54132710124014 -79.6163586588229,114.05111943256028 22.541237449413824 -107.55693153115553,114.05112189773351 22.541147949202095 -140.8274201068108,114.05112451397947 22.541058604289287 -179.8966945871526,114.0511268717737 22.540969416330682 -225.23362608152473,114.05112907213835 22.540880397460015 -277.307081323799,114.05113105162302 22.540791556563764 -336.58592841672913,114.05113271685299 22.54070282099796 -403.53905789904167,114.05113394995931 22.54061425261642 -478.6353234895582,114.051135253942 22.540525869250853 -562.34358914935,114.05113649557742 22.54042998158469 -663.68746424395,114.05112656330418 22.54028186616604 1.4732428834799627)",0.0,0.0,3.0,0.0
213,3470_1,single,益田路,9748,3456_1_3470,driving,210.87379150946887,3,Not Defined,"LINESTRING(114.05112656330418 22.54028186616604 1.4732428834799627,114.05125911509481 22.54043136968089 -663.686708735185,114.05125807451329 22.540527355184818 -562.3428062077838,114.05125629860767 22.540615833247077 -478.6345161043707,114.05125388291407 22.54070449799131 -403.53822780773487,114.05125134137246 22.540793345592284 -336.5850704023931,114.05124919788103 22.54088242247686 -277.30615914470144,114.0512469474819 22.540971634122663 -225.23265120646266,114.05124526753274 22.541060984342227 -179.89567307629616,114.05124361004034 22.541150453748717 -140.82636146199133,114.0512417877759 22.541240027767017 -107.55585062399892,114.05123945314223 22.54132968799506 -79.61527637399224,114.05123770843365 22.54141944697298 -56.535761460999446,114.05123545711487 22.541509270958915 -37.84844827064025,114.05123416268773 22.54159917888312 -23.084456662734365,114.05123260179822 22.541689134838972 -11.774930013707326,114.05123120740038 22.54177913659749 -3.4509972430241684,114.05122943625068 22.541869165675802 2.356205204295265,114.05122855831529 22.541959165799877 6.115536075373986,114.05122814845389 22.542049129880333 8.295862409922432,114.0512283493247 22.542139178883826 9.366088475789958,114.05122911883002 22.542229299783504 9.795080936578449,114.05122804299977 22.542319667290094 2.034453836374006)",0.0,0.0,3.0,0.0
214,3572_-1,single,益田路辅路,9752,9727,driving,62.89621203216571,1,Not Defined,"LINESTRING(114.05094357862991 22.54353280053288 2.371360175180599,114.05095701670683 22.54338676599278 2.330587519792964,114.05095388495268 22.543296827515697 2.305469206658265,114.05095079354558 22.543205998041486 2.280118273637747,114.05094947511228 22.54311542505079 2.2548595785619248,114.05094912994669 22.543024935500537 2.22964258010775,114.05094968509786 22.542934550056735 2.2044727201563603,114.05094938940344 22.54281815458772 2.172080159998101,114.05095958288032 22.542706094171525 2.140946347378465)",1.0,0.0,0.0,0.0
215,3588_-1,single,益田路辅路,3588,9730,driving,23.582847283319662,1,Not Defined,"LINESTRING(114.05074484777066 22.54234092582172 2.0390294027208347,114.05073958756876 22.54232611729823 2.0349116600125963,114.050818260225 22.542283711910727 2.023363319534065,114.05090723460805 22.54220011529144 2.000453267346779,114.05099613666867 22.542181850875274 1.9955890825467624)",0.0,0.0,1.0,0.0
216,3606_-1,single,益田路,3194_-1_3606,9734,driving,20.658699433969954,4,Not Defined,"LINESTRING(114.051030456593 22.544596347520578 2.6694817461845917,114.05103046244307 22.544596347485253 2.669481755332973,114.05103052079942 22.544506397478386 2.6444024759671563,114.05103001722706 22.544410012763915 2.61754769660176,114.05110269235571 22.544370960567125 2.606799497592007)",1.5,0.0,2.5,0.0
217,3606_1,single,益田路,9734,3194_1_3606,driving,20.658699433969954,5,Not Defined,"LINESTRING(114.05110269235571 22.544370960567125 2.606799497592007,114.05122067357455 22.544408353170283 2.617642371657505,114.05121667516744 22.544504477917634 2.6444098782084624,114.0512124525816 22.544595248626415 2.669707046880538)",0.0,0.0,5.0,0.0
218,3901_-1,single,福华路,9790,3901_-1_1790,driving,9.302493582844278,3,Not Defined,"LINESTRING(114.04955664775834 22.537396430585925 0.6901761526099544,114.04960192314167 22.537298148159746 0.6637804055867198,114.04969196997139 22.537299732754494 0.664143128938789,114.04969199208041 22.53730202576313 0.6647565621834455)",0,0,3,0
219,3901_1,single,福华路,3901_1_1790,9790,driving,9.302493582844278,3,Not Defined,"LINESTRING(114.04969321274946 22.53742862568407 0.6986408298095503,114.04969330404911 22.537438094686532 0.701176437310921,114.04960234805715 22.537436372841466 0.7007759578885615,114.04955664775834 22.537396430585925 0.690176152609954)",3.0,0.0,0.0,0.0
220,3936_-1,single,福中路,2832_-1_3936,3936_-1_14102,driving,26.32144805483127,4,Not Defined,"LINESTRING(114.05415277841166 22.54731416769284 3.459141669629372,114.05415277841375 22.54731416758739 3.459141602775744,114.0544086311287 22.54731880921196 3.46265294662286)",0,0,4,0
221,3936_1,single,福中路,3936_1_14102,2832_1_3936,driving,26.32144805483127,4,Not Defined,"LINESTRING(114.0544067870973 22.54747140433699 3.5064365890372597,114.0541509220151 22.547467762831648 3.5032117650700636)",0.0,0.0,4.0,0.0
222,4032_-1,single,福华三路,9739,4032_-1_4061,driving,8.790952807456877,5,Not Defined,"LINESTRING(114.05333591692818 22.53540396260935 0.17376624471592922,114.05368845606536 22.535272228166527 0.14145965298391555,114.05377389969027 22.53527362970568 0.142508380483769)",0,0,5,0
223,4032_1,single,福华三路,4032_1_4061,9739,driving,8.790952807456877,4,Not Defined,"LINESTRING(114.0537703081272 22.53544447071945 0.18754392257452324,114.05368486047821 22.53544325561764 0.18654441893971316,114.05333591692818 22.53540396260935 0.17376624471592922)",4.0,0.0,0.0,0.0
224,4061_-1,single,福华三路,4032_-1_4061,4061_-1_4086,driving,8.70912329250051,7,Not Defined,"LINESTRING(114.05377389969027 22.53527362970568 0.1425083804837692,114.05377342619249 22.53529615281303 0.14844249028587034,114.05385807608513 22.53529746543556 0.1494970593782733)",0,0,7,0
225,4061_1,single,福华三路,4061_1_4086,4032_1_4061,driving,8.70912329250051,7,Not Defined,"LINESTRING(114.05385566228684 22.53541228654403 0.17976387873834226,114.05377101229574 22.53541097529398 0.17870972060238316)",0.0,0.0,7.0,0.0
226,4086_-1,single,福华三路,4061_-1_4086,4086_-1_1388,driving,11.519151441869756,5,Not Defined,"LINESTRING(114.05385807608513 22.53529746543556 0.14949705937827334,114.05385854927619 22.535274956361878 0.14356662440485984,114.05397045243635 22.535279512972803 0.14569808040896,114.05397051080828 22.53527673611694 0.1449664707647444)",0,0,5,0
227,4086_1,single,福华三路,4086_1_1388,4061_1_4086,driving,11.519151441869756,5,Not Defined,"LINESTRING(114.05396747894443 22.535420963392912 0.18298250591201223,114.0539672041683 22.53543403455731 0.1864299009147855,114.05385524229364 22.535432265027495 0.1850327708882151)",0.0,0.0,5.0,0.0
228,4111_-1,single,益田路,9737,4111_-1_4134,driving,4.004167667229772,3,Not Defined,"LINESTRING(114.05122274719909 22.537401209172916 0.694327467570128,114.051189414398 22.53715254827663 0.6277150327891041,114.05119040907384 22.537116401126926 0.61814645779573)",0,0,3,0
229,4111_1,single,益田路,4111_1_4134,9737,driving,4.004167667229772,4,Not Defined,"LINESTRING(114.0513257336295 22.53711961441456 0.6194332742332138,114.05132473898868 22.53715576156508 0.6290018499373915,114.05122274719909 22.537401209172916 0.694327467570128)",0.0,1.6,2.4,0.0
230,4134_-1,single,益田路,4111_-1_4134,4134_-1_4152,driving,5.056683044572557,5,Not Defined,"LINESTRING(114.05119040907384 22.537116401126926 0.618146457795732,114.05121298525366 22.5371169372072 0.6183590316112793,114.05121424137693 22.53707128859785 0.606328341751289)",0,0,5,0
231,4134_1,single,益田路,4134_1_4152,4111_1_4134,driving,5.056683044572557,7,Not Defined,"LINESTRING(114.05131977531272 22.5370737945009 0.6073332213665443,114.05131852762545 22.537119443310534 0.6193639935688952)",7.0,0.0,0.0,0.0
232,4152_-1,single,益田路,4134_-1_4152,4152_-1_5535,driving,24.96083709571263,4,Not Defined,"LINESTRING(114.05121424137693 22.53707128859785 0.6063283417512897,114.05117231097506 22.537070292941305 0.6059342176791513,114.05117992158478 22.536844995406685 0.54670551801410)",0,0,4,0
233,4152_1,single,益田路,4152_1_5535,4134_1_4152,driving,24.96083709571263,5,Not Defined,"LINESTRING(114.05134882444068 22.53684900601404 0.548311302426351,114.0513426884086 22.53707433856313 0.607553839419281)",0.0,0.0,5.0,0.0
234,4174_-1,single,益田路,4235_-1_4174,9738,driving,3.992043477284374,5,Not Defined,"LINESTRING(114.05128483520117 22.5392631869531 1.1963483113592088,114.05112959821616 22.5394954658696 1.2589420214521791)",0.0,1.0,4.0,0.0
235,4174_1,single,益田路,9738,4235_1_4174,driving,3.992043477284374,4,Not Defined,"LINESTRING(114.05112959821616 22.5394954658696 1.2589420214521791,114.05111088431212 22.53925797985452 1.194402383204630)",0.0,0.0,4.0,0.0
236,4235_-1,single,益田路,392_-1_4235,4235_-1_4174,driving,5.751665029493256,7,Not Defined,"LINESTRING(114.05126402193339 22.539210597561627 1.1820164524142318,114.05126222109374 22.53926251002599 1.1960924937795658,114.05128483520117 22.5392631869531 1.1963483113592088)",0,0,7,0
237,4235_1,single,益田路,4235_1_4174,392_1_4235,driving,5.751665029493256,6,Not Defined,"LINESTRING(114.05111088431212 22.53925797985452 1.1944023832046302,114.05113520701269 22.539258707949134 1.1946714546774353,114.05113700789953 22.539206795486145 1.180595414027405)",0.0,0.0,6.0,0.0
238,4251_-1,single,益田路,9737,4251_-1_4273,driving,4.322650440508767,3,Not Defined,"LINESTRING(114.05122274719909 22.537401209172916 0.694327467570128,114.05132087681704 22.537651718430478 0.761765369637326,114.0513196425542 22.537690736701084 0.77222737123062)",0,0,3,0
239,4251_1,single,益田路,4251_1_4273,9737,driving,4.322650440508767,4,Not Defined,"LINESTRING(114.05116541312346 22.537686119939067 0.770504644286835,114.05116676655256 22.537647105235532 0.7600439938491339,114.05122274719909 22.537401209172916 0.694327467570128)",0.0,1.0,3.0,0.0
240,4273_-1,single,益田路,4251_-1_4273,4273_-1_4291,driving,4.753573033443267,5,Not Defined,"LINESTRING(114.0513196425542 22.537690736701084 0.772227371230627,114.05129588515706 22.537690025547768 0.771959429297229,114.05129450961753 22.537732932981704 0.783467603681461)",0,0,5,0
241,4273_1,single,益田路,4273_1_4291,4251_1_4273,driving,4.753573033443267,7,Not Defined,"LINESTRING(114.05117307336381 22.53772929785777 0.7821126366204975,114.05117456169106 22.537686393799998 0.7706057317587787)",7.0,0.0,0.0,0.0
242,4291_-1,single,益田路,4273_-1_4291,4291_-1_5611,driving,31.463167444644142,4,Not Defined,"LINESTRING(114.05129450961753 22.537732932981704 0.7834676036814612,114.05133525828171 22.53773415274929 0.7839277699406216,114.05132687748846 22.538018172096262 0.860196360777217)",0,0,4,0
243,4291_1,single,益田路,4291_1_5611,4273_1_4291,driving,31.463167444644142,5,Not Defined,"LINESTRING(114.05113773601147 22.538012510264917 0.8580833068950658,114.05114758700223 22.53772853492625 0.7818313830904197)",0.0,0.0,5.0,0.0
244,4314_-1,single,益田路,4364_-1_4314,9785,driving,3.7169109742104958,4,Not Defined,"LINESTRING(114.05122751139923 22.535589593198097 0.2124332701864834,114.0512284346976 22.535556039212903 0.20366076188520413,114.0513647175353 22.535300578407263 0.1366849986926989)",0.0,0.0,4.0,0.0
