,lane_Connection_id,upstream_lane_id,downstream_lane_id,node_id,lane_connnection_geometry
104,3778,5407_-1__5,4032_-1__4,9739,"LINESTRING(114.05308543621096 22.53528728429624 2.64216026835129e-09,114.05318310408722 22.535289315582382 2.460242847599851e-09,114.0532805713718 22.53529208830023 2.1950313710546674e-09,114.05337784533326 22.535295252306867 1.8861988581065503e-09,114.05347493104657 22.535298459560313 1.5734183281463136e-09,114.05357183322747 22.535301364247236 1.2963628005647666e-09,114.0536877888374 22.53530396551865 1.0670362370391952e-09)"
105,3778,5407_-1__4,4032_-1__3,9739,"LINESTRING(114.05308491457616 22.535313522370966 2.64216026835129e-09,114.05318225780148 22.53531567194277 2.460242847599851e-09,114.0532795177911 22.535318621349077 2.1950313710546674e-09,114.05337670413576 22.535321995509435 1.8861988581065503e-09,114.05347382566721 22.535325420055536 1.5734183281463136e-09,114.05357089109314 22.535328521375483 1.2963628005647666e-09,114.05368721438738 22.535331289783933 1.0670362370391952e-09)"
106,3783,5407_-1__6,4032_-1__6,9739,"LINESTRING(114.05308601702957 22.535258069282435 2.64216026835129e-09,114.05318102456081 22.535258911964124 2.0492237545658083e-09,114.05327690460422 22.535257910735723 1.18485071865006e-09,114.05337363292536 22.535255799715404 1.781913918668883e-10,114.05347117346317 22.535253435411455 -8.416039945208637e-10,114.05356950493817 22.53525189516727 -1.745385209250353e-09,114.05368887447023 22.53525232631948 -2.49636046345854e-09)"
107,3783,5407_-1__5,4032_-1__5,9739,"LINESTRING(114.05308543621096 22.53528728429624 2.64216026835129e-09,114.05318136340587 22.535287764162664 2.0492237545658083e-09,114.05327778641616 22.535286225011557 1.18485071865006e-09,114.05337469733901 22.535283579432434 1.781913918668883e-10,114.05347208316884 22.535280785504714 -8.416039945208637e-10,114.05356993625354 22.53527888441347 -1.745385209250353e-09,114.05368831095396 22.53527913053268 -2.49636046345854e-09)"
108,3783,5407_-1__4,4032_-1__4,9739,"LINESTRING(114.05308491457616 22.535313522370966 2.64216026835129e-09,114.0531816691722 22.535313799744422 2.0492237545658083e-09,114.05327858772921 22.535311954522573 1.18485071865006e-09,114.05337567131035 22.535308998721586 1.781913918668883e-10,114.05347292016596 22.535305949621137 -8.416039945208637e-10,114.05357033490405 22.5353038296705 -1.745385209250353e-09,114.0536877888374 22.535303965518644 -2.49636046345854e-09)"
109,3788,5407_-1__11,4032_-1__9,9739,"LINESTRING(114.05308797000295 22.535159835181233 -1.3554927846826104e-08,114.05318503419332 22.53516090582018 -1.2069352494109234e-08,114.05328215983074 22.53516156274155 -9.90360616914188e-09,114.05337934323647 22.53516213993156 -7.3815853153226354e-09,114.05347658326976 22.535162859870084 -4.827186376050091e-09,114.05357388035712 22.535163782133 -2.5643057947228322e-09,114.05369070275948 22.53516536184939 -6.897735715869272e-10)"
110,3788,5407_-1__10,4032_-1__8,9739,"LINESTRING(114.05308742035447 22.53518748238569 -1.3554927846826104e-08,114.05318457417187 22.535188776906843 -1.2069352494109234e-08,114.0532817511116 22.53518975186294 -9.90360616914188e-09,114.05337894828287 22.535190631558866 -7.3815853153226354e-09,114.05347616406266 22.535191584512127 -4.827186376050091e-09,114.05357339761193 22.53519269775398 -2.5643057947228322e-09,114.0536900916761 22.535194428676693 -6.897735715869272e-10)"
111,3795,4032_1__5,5407_1__5,9739,"LINESTRING(114.05368458497045 22.535456360386533 -4.4871484305986087e-10,114.05358615828528 22.53545520160771 -1.0265749757932673e-10,114.05348822987114 22.53545239191434 4.018452987086907e-10,114.05339079996615 22.535448837958146 9.89333819636904e-10,114.0532938739326 22.535445063342237 1.5843483390380256e-09,114.05319743111764 22.535442028232648 2.1114291307447683e-09,114.05308240646217 22.535439679616584 2.5478783538466674e-09)"
112,3795,4032_1__4,5407_1__4,9739,"LINESTRING(114.05368514255521 22.53542983838007 -4.4871484305986087e-10,114.05358720115699 22.535428644314862 -1.0265749757932673e-10,114.05348957220185 22.535425776330833 4.018452987086907e-10,114.0533922548401 22.53542214606813 9.89333819636904e-10,114.05329525247046 22.535418285514197 1.5843483390380256e-09,114.05319854212681 22.535415166675296 2.1114291307447683e-09,114.05308294199683 22.53541274243026 2.5478783538466674e-09)"
113,3795,4032_1__3,5407_1__3,9739,"LINESTRING(114.05368569431957 22.53540359321595 -4.4871484305986087e-10,114.05358825860479 22.535401715822328 -1.0265749757932673e-10,114.05349095351839 22.53539838773048 4.018452987086907e-10,114.0533937693908 22.53539435930603 9.89333819636904e-10,114.05329669874418 22.535390191919145 1.5843483390380256e-09,114.05319972085714 22.535386667770208 2.1114291307447683e-09,114.05308351588226 22.53538387620539 2.5478783538466674e-09)"
114,3827,1437_1__6,5710_1__5,9740,"LINESTRING(114.053565830029 22.53759056963111 7.760405651424662e-10,114.05346129847754 22.537582614133534 1.1096214351369662e-09,114.05336165877972 22.5375683801567 1.6012795964048902e-09,114.05326614391113 22.537553518025383 2.134648195428804e-09,114.0531103450127 22.53753884081183 2.8114046772416184e-09)"
115,3827,1437_1__5,5710_1__4,9740,"LINESTRING(114.05356635172166 22.53755896809954 7.760405651424662e-10,114.05346478481007 22.537551723839215 1.1096214351369662e-09,114.0533663944929 22.537538327211607 1.6012795964048902e-09,114.05327056060385 22.53752405246132 2.134648195428804e-09,114.05311079218903 22.53750965045985 2.8114046772416184e-09)"
116,3827,1437_1__4,5710_1__3,9740,"LINESTRING(114.0535669012229 22.537525682047434 7.760405651424662e-10,114.05346842790715 22.53751944453408 1.1096214351369662e-09,114.05337129281286 22.53750724234616 1.6012795964048902e-09,114.0532751024321 22.537493752053557 2.134648195428804e-09,114.05311124883295 22.537479842081236 2.8114046772416184e-09)"
117,3856,5710_-1__6,1437_-1__5,9740,"LINESTRING(114.05311391157461 22.537306025837363 -3.255422598158475e-10,114.0532166763077 22.537307544168755 9.424034408501688e-10,114.05331629108991 22.53731548993481 2.8111803663033513e-09,114.0534127353767 22.53732439862719 4.837580628763399e-09,114.05357008632859 22.537332743866816 7.399024055227147e-09)"
118,3856,5710_-1__5,1437_-1__4,9740,"LINESTRING(114.05311349660232 22.537333114083612 -3.255422598158475e-10,114.05321393532145 22.53733597755297 9.424034408501688e-10,114.05331236842675 22.537344733373246 2.8111803663033513e-09,114.05340886993484 22.537354583519825 4.837580628763399e-09,114.05356956537346 22.537364300826837 7.399024055227147e-09)"
119,3856,5710_-1__4,1437_-1__3,9740,"LINESTRING(114.05311308162987 22.537360202329698 -3.255422598158475e-10,114.0532111886324 22.53736447008299 9.424034408501688e-10,114.05330844254009 22.537374000830265 2.8111803663033513e-09,114.05340500400739 22.537384772190936 4.837580628763399e-09,114.05356904366737 22.5373959032647 7.399024055227147e-09)"
120,3868,1601_1__2,5736_1__2,9741,"LINESTRING(114.05351107864628 22.53955824918601 -1.1777387953770813e-09,114.05341329012937 22.539555510762312 -1.1205983820295038e-09,114.05331603685671 22.5395507240992 -1.037603828683896e-09,114.0531433047894 22.539544712553255 -9.156906337733332e-10)"
121,3888,5736_-1__1,1601_-1__1,9741,"LINESTRING(114.0531436719592 22.53948548043132 1.3847056834492832e-09,114.0532413190888 22.539486616569214 7.373945610738631e-10,114.05333863870604 22.53948997142409 -2.0287187729523173e-10,114.0535121678807 22.53949504500826 -1.5860166532070111e-09)"
122,3891,5736_-1__2,1601_-1__2,9741,"LINESTRING(114.05314383988866 22.53945838990373 -1.1378915587556548e-09,114.05324127516438 22.539458756769815 -2.1635266367745167e-10,114.05333857082067 22.53946042569399 1.1223577818487905e-09,114.05351271249754 22.53946344291573 3.094726253148472e-09)"
123,3928,3588_-1__1,3273_-1__2,9730,"LINESTRING(114.05090723460043 22.542200115301473 4.166642389691333e-05,114.05097314831443 22.542133821397073 0.001216289120834805)"
124,3932,3267_-1__1,4623_-1__2,9731,"LINESTRING(114.05092284526175 22.54175506960158 2.2466089149020263e-06,114.05097592004412 22.54169786346292 0.00011927918348956009)"
125,3965,1601_1__1,5736_1__1,9741,"LINESTRING(114.05351162326363 22.539526647096125 -1.5860166513448348e-09,114.05341406384804 22.539523328931846 -9.387055289792667e-10,114.0533168807505 22.539518691654965 1.5609093769703165e-12,114.05314350074183 22.53951310136468 1.3847056853020681e-09)"
126,3968,3184_-1__5,4784_1__3,9742,"LINESTRING(114.05141616715886 22.542751695177785 3.0430555852944963e-09,114.05137866367994 22.542826084502174 -0.00017940266312364787)"
127,3971,3184_-1__5,3174_-1__5,9742,"LINESTRING(114.05141616715885 22.542751695177788 2.8140334507043008e-09,114.05128977132897 22.54275035110002 -6.056666279623697e-10)"
128,3971,3184_-1__4,3174_-1__4,9742,"LINESTRING(114.05141717188886 22.542722337430405 2.8140334507043008e-09,114.05129059711389 22.54271875429094 -6.056666279623697e-10)"
129,3971,3184_-1__3,3174_-1__3,9742,"LINESTRING(114.0514183091179 22.542689108105986 2.8140334507043008e-09,114.05129146348416 22.542685604560436 -6.056666279623697e-10)"
130,3971,3184_-1__2,3174_-1__2,9742,"LINESTRING(114.05141946363861 22.542655373511693 2.8140334507043008e-09,114.0512923439891 22.54265191398046 -6.056666279623697e-10)"
131,3971,3184_-1__1,3174_-1__1,9742,"LINESTRING(114.05142063658356 22.54262110055157 2.8140334507043008e-09,114.05129323807645 22.542617703683696 -6.056666279623697e-10)"
132,3981,3184_-1__4,4784_1__2,9742,"LINESTRING(114.05141717188884 22.542722337430398 7.909079613455106e-09,114.05134343269911 22.542825336273058 -0.00017940625817955338)"
133,3984,3184_-1__3,4784_1__1,9742,"LINESTRING(114.05141830911793 22.54268910810599 5.5821942623879295e-09,114.05135138438924 22.54272454519603 -7.566140609204197e-05,114.05131028020168 22.542824632179485 -0.00018143926340387172)"
134,4378,207_-1__7,1486_-1__5,9737,"LINESTRING(114.05099213512047 22.537284952627374 -4.074493631378573e-09,114.05109106001726 22.537287858562976 -4.333329558366012e-09,114.05118908933619 22.537292493054014 -4.713686356341272e-09,114.05128626689437 22.537297775010085 -5.145781967988605e-09,114.05138264292137 22.537302649609057 -5.55983433599226e-09,114.0515253660164 22.537307859093524 -5.991466878341813e-09)"
135,4378,207_-1__6,1486_-1__4,9737,"LINESTRING(114.05099163910562 22.537312039697728 -4.074493631378573e-09,114.05108986385707 22.537314926786447 -4.333329558366012e-09,114.05118751964757 22.53731954485103 -4.713686356341272e-09,114.05128464970187 22.537324824445058 -5.145781967988605e-09,114.05138130251748 22.537329712149145 -5.55983433599226e-09,114.05152455103014 22.537334939735388 -5.991466878341813e-09)"
136,4378,207_-1__5,1486_-1__3,9737,"LINESTRING(114.05099113262708 22.537339698172712 -4.074493631378573e-09,114.05108864587179 22.537342488885663 -4.333329558366012e-09,114.05118592789124 22.53734697694952 -4.713686356341272e-09,114.05128301746657 22.537352125477042 -5.145781967988605e-09,114.05137995575535 22.537356903050615 -5.55983433599226e-09,114.05152373605058 22.537362020143842 -5.991466878341813e-09)"
137,4383,207_-1__4,4251_-1__3,9737,"LINESTRING(114.05099064682526 22.53736622749144 -4.181487156529329e-09,114.05109031073029 22.537388541055318 -3.671397574617872e-09,114.05117413543893 22.537441365836173 -2.920251962110998e-09,114.05123951819574 22.537513043170733 -2.1198768707487745e-09,114.0512863638687 22.53765068531968 -1.2422702817077819e-09)"
138,4386,2404_-1__5,6098_-1__5,9743,"LINESTRING(114.05077129470942 22.551087129037388 0.0006859651078912066,114.0508695343843 22.551094014390596 0.0005544015716129341,114.05096647191795 22.55110087435046 0.0003605105662838723,114.05106213097598 22.551106536428005 0.0001460533179385455,114.05124804016735 22.551112592127744 -0.0001762248262203595)"
139,4386,2404_-1__4,6098_-1__4,9743,"LINESTRING(114.0507688869604 22.551117367533333 0.0006859651078912066,114.05086673806684 22.551124247881805 0.0005544015716129341,114.05096368336294 22.551131143617365 0.0003605105662838723,114.05105974852378 22.551136874454787 0.0001460533179385455,114.05124765698278 22.551143066900682 -0.0001762248262203595)"
140,4386,2404_-1__3,6098_-1__3,9743,"LINESTRING(114.05076659697221 22.551146127079278 0.0006859651078912066,114.0508640734268 22.551153057678288 0.0005544015716129341,114.05096101865674 22.551160068515134 0.0003605105662838723,114.05105746484861 22.551165954647427 0.0001460533179385455,114.05124728799012 22.551172412977177 -0.0001762248262203595)"
141,4386,2404_-1__2,6098_-1__2,9743,"LINESTRING(114.05076437285328 22.551174059373658 0.0006859651078912066,114.05086147309964 22.551181172119097 0.0005544015716129341,114.05095839042232 22.551188597506222 0.0003605105662838723,114.0510551698845 22.55119517858015 0.0001460533179385455,114.05124690847933 22.55120259554878 -0.0001762248262203595)"
142,4392,2404_-1__5,6098_-1__6,9743,"LINESTRING(114.05077129469456 22.55108712922435 0.0006859651078912066,114.05086241923932 22.551090498163433 0.0005541759151602726,114.05095593348311 22.551089026555044 0.00035994908168889825,114.0510517864091 22.551085290674177 0.00014521265506092532,114.05124846448865 22.551080988524713 -0.00017622430501261412)"
143,4392,2404_-1__4,6098_-1__5,9743,"LINESTRING(114.05076888694302 22.551117367751864 0.0006859651078912066,114.05086179161249 22.551120731950856 0.0005541759151602726,114.05095639792832 22.551119630726134 0.00035994908168889825,114.05105266887776 22.55111643468959 0.00014521265506092532,114.0512480671103 22.551112592366586 -0.00017622430501261412)"
144,4392,2404_-1__3,6098_-1__4,9743,"LINESTRING(114.05076659695281 22.551146127322966 0.0006859651078912066,114.05086119364283 22.55114953709234 0.0005541759151602726,114.05095684190039 22.55114888582755 0.00035994908168889825,114.05105351562638 22.55114631806247 0.00014521265506092532,114.05124768392866 22.55114306711932 -0.00017622430501261412)"
145,4392,2404_-1__2,6098_-1__3,9743,"LINESTRING(114.05076437284416 22.551174059488172 0.0006859651078912066,114.05086060665222 22.55117781334412 0.0005541759151602726,114.05095727677012 22.551177541125824 0.00035994908168889825,114.05105433628371 22.551175280612075 0.00014521265506092532,114.05124731493831 22.551172413214623 -0.00017622430501261412)"
146,4398,6098_1__7,2404_1__7,9743,"LINESTRING(114.05124421077021 22.551411207487334 -0.00017622873133404937,114.05114403313236 22.551407951241362 -4.662550186008575e-05,114.05104478805514 22.551402345147803 0.00014434273420905894,114.05094640500319 22.551395689921854 0.00035634875989218047,114.05084881490686 22.551388912319943 0.0005490653582080746,114.05074785307775 22.55138186395504 0.0006859661963164661)"
147,4398,6098_1__6,2404_1__6,9743,"LINESTRING(114.05124458705141 22.551381282426437 -0.00017622873133404937,114.05114526252076 22.551378041698733 -4.662550186008575e-05,114.05104665117145 22.551372351704927 0.00014434273420905894,114.05094869306517 22.55136542185521 0.00035634875989218047,114.05085132986581 22.551358059218266 0.0005490653582080746,114.05075032705633 22.5513507938027 0.0006859661963164661)"
148,4398,6098_1__5,2404_1__5,9743,"LINESTRING(114.05124497734694 22.551350242814355 -0.00017622873133404937,114.05114652483881 22.55134733100344 -4.662550186008575e-05,114.05104852994518 22.55134210618729 0.00014434273420905894,114.050950948918 22.551335579860424 0.00035634875989218047,114.05085374129038 22.551328476246628 0.0005490653582080746,114.05075268126049 22.551321227858168 0.0006859661963164661)"
149,4398,6098_1__4,2404_1__4,9743,"LINESTRING(114.05124536750272 22.551319214302712 -0.00017622873133404937,114.05114778501684 22.55131667235969 -4.662550186008575e-05,114.0510504022054 22.551311965514277 0.00014434273420905894,114.05095319406841 22.551305879431677 0.00035634875989218047,114.05085613858748 22.55129906657566 0.0005490653582080746,114.05075501843064 22.55129187582724 0.0006859661963164661)"
150,4409,2963_1__3,780_1__3,9744,"LINESTRING(114.05111019066686 22.547113174797232 0.0005826338340284565,114.05108321301581 22.547205906078347 0.0005054713884379698,114.05102435586916 22.547282445735043 0.00039234118254904586,114.05094440859368 22.547340061084792 0.00027672297986091796,114.05083048235478 22.547368706710643 0.00018421095151749785)"
151,4526,4412_1__7,4504_-1__2,9745,"LINESTRING(114.05127203029312 22.54516975579811 0.0004760691987826249,114.05129658324331 22.545245790799516 0.00029725987693549744,114.05141736881924 22.545324210547196 -6.43881324671827e-05)"
152,4534,4504_1__2,4480_1__2,9745,"LINESTRING(114.05141611940944 22.545416763992705 -6.391424591356554e-05,114.05131925341088 22.545416581363956 -3.750225749881002e-05,114.05122219428084 22.545416747708106 1.134786865559665e-06,114.05112494101067 22.545416901200543 4.576644696877646e-05,114.05102749407921 22.545416910160853 9.01622826000733e-05,114.05083944668311 22.545414582882533 0.00015199858274416188)"
153,4534,4504_1__1,4480_1__1,9745,"LINESTRING(114.05141651556359 22.54538741780503 -6.391424591356554e-05,114.0513194251947 22.545386641480402 -3.750225749881002e-05,114.05122226080577 22.545386338671616 1.134786865559665e-06,114.05112502857769 22.54538615682211 4.576644696877646e-05,114.05102773468168 22.545385742650048 9.01622826000733e-05,114.05084036134475 22.545382988457312 0.00015199858274416188)"
154,4538,4504_1__1,4412_-1__3,9745,"LINESTRING(114.05141651556359 22.54538741780503 -6.391424591356554e-05,114.05131633935301 22.545374265187704 3.438733238911727e-05,114.05122228006486 22.54534119614626 0.00017893485691046707,114.05113789831888 22.54528746793966 0.0003303887720322189,114.05107719444081 22.545168670866587 0.0004761935469579458)"
